panel,slot,x,variant,round,inc_runtime_s,batch_runtime_s,batch_step0_runtime_s,breakdown_F_s,breakdown_S_s,breakdown_E_s,breakdown_R_s,breakdown_C_s,sk_mb,recall_plus,aff_join_s,aff_relabel_s,aff_total,add_pct,dataset,add_count,aff_common,aff_new,base_size,batch_align_runtime_s,batch_model_name,batch_peak_mem_mb,batch_rules,batch_search_runtime_s,batch_search_supp_nodes,batch_step1_runtime_s,batch_supp_nodes,batch_timing_contract,batch_train_runtime_s,batch_train_supp_nodes,dataset_ratio,del_count,fn,fp,gt_invalid_rules,gt_new_rules,inc_dequeue_n,inc_enqueue_n,inc_search_nodes,inc_train_canonical_rules,inc_train_raw_rules,lattice_samples,mcorr_diff_enqueued,mcorr_diff_raw,mcorr_diff_size,mcorr_enter_mode,mcorr_enter_threshold,mcorr_inc_cand,mcorr_inc_score_pos,mcorr_params,mcorr_predict_calls,mcorr_step1_cand,mcorr_step1_score_pos,mcorr_succ_generated,mcorr_succ_kept,mcorr_succ_pruned,minsup,minsup_base,new_rules,new_size,paper_mcorr,peak_mem_mb,pred_topk,pruned_rules,recall,recall_minus,remine_train_canonical_rules,remine_train_raw_rules,rules,s0_seeds,sample_count,sample_l8_13_ran,sample_l8_13_rhs,sample_replay_s,sample_replay_visits,sample_size,search_per_node_s,search_s,sigma,single_pred_seeds,sk_exact,sk_intersect,sk_probes,sk_skip,step2_s,step2_verified_n,t9_ml_noskip,t9_ml_seed,total_runtime_s,tp,train_action,train_alignment,train_class_neg,train_class_pos,train_key_sha256,train_label_sha256,update_type,verified,visit_mid_nodes,visit_rule_nodes,workers,batch_plot_s,inc_over_batch_plot,sweep,source_kind,csv_path,exported_at
c,h7,7,nocs,0,5.829309191,11.131305285,6.322241173,0.043993356,1.908022294,0.051732134,2.169471722,0.184753908,0.229376,1,,,,,,4884,,,22792,2.498608531,batch-cold-round-0,650.0517730712891,143,1.195617387,1603,1.114832849,11535,cold-step0-step1-aff-mine,9.935687118,9932,1,4884,0,203,0,2,,,,,,1045,932,1307,1918,enforce,0.85,89539,32247,5377,4503,14801,6234,,,,,,685,22792,True,472.3080062866211,0,1299,1,1,,,346,,,,,,,32561,,,,,7108,11426,7108,0,,,False,False,5.933513701,140,,,,,,,mix,141,,,20,11.131305285,0.5236860405630318,f5_mcorr_v255,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v255/c_probe/s06_csfirst_w4096_sig1e5/h7/results.csv,2026-09-11T11:22:02
c,h7,7,staticcorr,0,1.841619154,11.131305285,6.322241173,0.045062232,1.018978977,0,0,0.2666263,0.229376,0,,,,,,4884,,,22792,2.498608531,batch-cold-round-0,650.0517730712891,143,1.195617387,1603,1.114832849,11535,cold-step0-step1-aff-mine,9.935687118,9932,1,4884,2,202,0,2,,,,,,1045,0,0,0,enforce,0.85,86052,29926,5377,4229,14801,6234,,,,,,594,22792,True,467.26517486572266,0,1299,0.9857142857142858,1,,,344,,,,,,,32561,,,,,3493,11438,3852,359,,,False,False,1.945857335,138,,,,,,,mix,141,,,20,11.131305285,0.16544503154375576,f5_mcorr_v255,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v255/c_probe/s06_csfirst_w4096_sig1e5/h7/results.csv,2026-09-11T11:22:02
c,h9,9,pincminer,0,3.863998535,10.235248459,5.52497023,0.043653969,0.763366664,0.031664403,2.283811817,0.165279007,0.294912,1,,,,,,4884,,,22792,2.549384883,batch-cold-round-0,706.9951553344727,146,1.099604644,1603,1.061283672,11535,cold-step0-step1-aff-mine,9.13564269,9932,1,4884,0,189,0,2,,,,1437,1437,1046,918,1291,1902,enforce,0.85,88018,31302,5377,4369,14801,6234,,,,,,505,22792,True,408.91229248046875,0,1299,1,1,1437,1437,335,,,,,,,32561,,,,,2981,11448,3347,366,,,False,False,3.954986204,140,fine-tune,match,381,139,0ee6f78fdc3c412170b07c387402ffa914e5c33136991c2140e802a31ac3ba40,310c439853ce002814622e340add48bd02ce4242f72eaa2150c2e55394c3918b,mix,142,,,20,10.235248459,0.37751878232153036,f5_mcorr_v255,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v255/c_probe/s06_csfirst_w4096_sig1e5/h9/results.csv,2026-09-11T11:22:02
c,h9,9,nocs,0,5.620936819,10.235248459,5.52497023,0.047182442,1.832955781,0.043337601,2.157946013,0.165600319,0.294912,1,,,,,,4884,,,22792,2.549384883,batch-cold-round-0,706.9951553344727,146,1.099604644,1603,1.061283672,11535,cold-step0-step1-aff-mine,9.13564269,9932,1,4884,0,226,0,2,,,,,,1046,918,1291,1902,enforce,0.85,89619,32306,5377,4505,14801,6234,,,,,,650,22792,True,488.14532470703125,0,1299,1,1,,,372,,,,,,,32561,,,,,7084,11448,7084,0,,,False,False,5.715803822,140,,,,,,,mix,142,,,20,10.235248459,0.5491744378767308,f5_mcorr_v255,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v255/c_probe/s06_csfirst_w4096_sig1e5/h9/results.csv,2026-09-11T11:22:02
c,h9,9,staticcorr,0,1.731077368,10.235248459,5.52497023,0.046079838,0.957389087,0,0,0.249362019,0.294912,0,,,,,,4884,,,22792,2.549384883,batch-cold-round-0,706.9951553344727,146,1.099604644,1603,1.061283672,11535,cold-step0-step1-aff-mine,9.13564269,9932,1,4884,2,228,0,2,,,,,,1046,0,0,0,enforce,0.85,86132,30004,5377,4231,14801,6234,,,,,,647,22792,True,471.17842864990234,0,1299,0.9857142857142858,1,,,373,,,,,,,32561,,,,,3249,11477,3676,427,,,False,False,1.8327163419999999,138,,,,,,,mix,142,,,20,10.235248459,0.16912900306565973,f5_mcorr_v255,locked,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v255/c_probe/s06_csfirst_w4096_sig1e5/h9/results.csv,2026-09-11T11:22:02
d,a1d1,0,naive,0,112.624887103,154.871145617,67.384695686,0.042259458,0.0,47.638266911,15.669075423,7.969599592,10.48576,1,,1.00545769,,,,14986.0,,,1049067.0,14.093199161,batch-cold-round-0,2328.680076599121,141.0,35.458186917,1697.0,37.935036747000005,16322.0,cold-step0-step1-aff-mine,119.41295256400001,14625.0,1,14984.0,0.0,9.0,0.0,1.0,124942,124942,159875.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,23550.0,10428.0,124318,124318,0,847,847,2963.0,1049069.0,True,1467.4831161499023,0,1878.0,1,1,,,2918,0,0.0,0,0,0,0,1498669.0,0.0001838928308495142,22.975938072,1e-06,624,0,0,0,0,0.027570455,139,False,False,113.698618579,141.0,,,,,,,mix,139,156930.0,2945.0,20,154.871145617,0.7272167236466631,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a1d1/results.csv,2026-09-11T11:22:02
d,a1d1,0,noaux,0,141.648696536,213.903160043,106.991980986,0.24227548599999998,0.0,51.091013599,15.675692877,10.376775083,10.48576,1,,0.173927078,,,,18410.0,,,1288807.0,18.204940216,batch-cold-round-0,2328.680076599121,226.0,43.738035218,2208.0,44.968166113,22820.0,cold-step0-step1-aff-mine,170.165117661,20612.0,1,18408.0,0.0,21.0,0.0,1.0,124942,124942,220675.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124318,124318,0,847,847,3435.0,1288809.0,True,1419.3957901000977,0,2296.0,1,1,,,2918,0,0.0,0,0,0,0,1841155.0,0.0001064421238174513,13.299091834,1e-06,624,0,0,0,0,0.023070948,139,False,False,143.23594231,226.0,,,,,,,mix,139,217282.0,3393.0,20,213.903160043,0.6622094620178822,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a1d1/results.csv,2026-09-11T11:22:02
d,a1d1,0,nocs,0,76.190618719,213.903160043,106.991980986,0.259542619,12.137280554,0.0,15.160806491,8.904635261,10.48576,1,,0.109985389,,,,18410.0,,,1288807.0,18.204940216,batch-cold-round-0,2328.680076599121,226.0,43.738035218,2208.0,44.968166113,22820.0,cold-step0-step1-aff-mine,170.165117661,20612.0,1,18408.0,0.0,21.0,0.0,1.0,0,0,24346.0,,,2168.0,0.0,18.0,37.0,enforce,0.85,180698.0,56509.0,5377,4027,31010.0,10998.0,87070,15721,71349,847,847,325.0,1288809.0,True,860.8299789428711,0,2296.0,1,1,,,149,0,2168.0,1,16,0.33752429,4962,1841155.0,6.802182386134623e-05,0.33752429,1e-06,0,1889,4962,1889,0,0.020879861,139,False,False,77.8768998,226.0,,,,,,,mix,139,24063.0,283.0,20,213.903160043,0.3561921137756157,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a1d1/results.csv,2026-09-11T11:22:02
d,a1d1,0,pincminer,0,34.009113856,213.903160043,106.991980986,0.2472706,7.786745403,0.0,14.839298623000001,6.667648025,10.48576,1,,0.177287531,,,,18410.0,,,1288807.0,18.204940216,batch-cold-round-0,2328.680076599121,226.0,43.738035218,2208.0,44.968166113,22820.0,cold-step0-step1-aff-mine,170.165117661,20612.0,1,18408.0,0.0,21.0,0.0,1.0,0,0,24346.0,2521.0,2521.0,2168.0,0.0,18.0,37.0,enforce,0.85,180698.0,56509.0,5377,4027,31010.0,10998.0,87070,15721,71349,847,847,377.0,1288809.0,True,306.54100799560547,0,2296.0,1,1,2521.0,2521.0,149,0,2168.0,1,16,0.065702642,4962,1841155.0,1.3241161225312375e-05,0.065702642,1e-06,0,343,4962,1930,1587,0.021710111,139,False,False,35.867087074,226.0,fine-tune,match,1270,226.0,e4469e83b0e154f2eb9d57d627e5d0c9ccb9aa0ef2a96612a768e96fbcddfde2,fe26a1c7d8c9ae9795b539090bce82362d2d6bc19db42c9dde493aa8ebf6e6bf,mix,139,23990.0,356.0,20,213.903160043,0.15899304081886073,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a1d1/results.csv,2026-09-11T11:22:02
d,a1d1,0,staticcorr,0,30.838196199000002,154.871145617,67.384695686,0.035260032000000004,23.802909811,0.0,0.0,5.613008606,10.48576,1,,0,,,,14986.0,,,1049067.0,14.093199161,batch-cold-round-0,2328.680076599121,141.0,35.458186917,1697.0,37.935036747000005,16322.0,cold-step0-step1-aff-mine,119.41295256400001,14625.0,1,14984.0,0.0,9.0,0.0,1.0,0,0,26065.0,,,1784.0,0.0,0.0,0.0,enforce,0.85,139362.0,56444.0,5377,4027,23550.0,10428.0,87070,19888,67182,847,847,178.0,1049069.0,True,598.3397903442383,0,1878.0,1,1,,,149,0,1784.0,1,16,0.199010952,8530,1498669.0,2.3330709495896833e-05,0.199010952,1e-06,0,436,8530,4971,4535,0.021164405,139,False,False,31.800165651,141.0,,,,,,,mix,139,25905.0,160.0,20,154.871145617,0.1991216380310351,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a1d1/results.csv,2026-09-11T11:22:02
d,a5d2,1,naive,0,229.78285122900002,271.231336863,141.39455658400001,0.587158026,0.0,80.637045756,30.938596425,8.961240354,10.48576,1,,1.923161365,,,,92057.0,,,1288807.0,26.038802366000002,batch-cold-round-0,1984.8749542236328,224.0,51.658248599,2176.0,52.139695591,22788.0,cold-step0-step1-aff-mine,219.573082335,20612.0,1,36820.0,0.0,9.0,1.0,0.0,124960,124960,220693.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,922,847,3409.0,1344044.0,True,1557.4912796020508,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00020444122785691422,25.546975833,1e-06,624,0,0,0,0,0.07765938,138,False,False,231.58446828,224.0,,,,,,,mix,138,217302.0,3391.0,20,271.231336863,0.847184008627529,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a5d2/results.csv,2026-09-11T11:22:02
d,a5d2,1,noaux,0,197.774914879,271.231336863,141.39455658400001,0.444365695,0.0,66.686172095,25.510668634,9.376949397,10.48576,1,,0.316933728,,,,92057.0,,,1288807.0,26.038802366000002,batch-cold-round-0,1984.8749542236328,224.0,51.658248599,2176.0,52.139695591,22788.0,cold-step0-step1-aff-mine,219.573082335,20612.0,1,36820.0,0.0,9.0,1.0,0.0,124960,124960,220693.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,922,847,3409.0,1344044.0,True,1729.2014541625977,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00013656749639084505,17.065474349,1e-06,624,0,0,0,0,0.060582985,138,False,False,199.425734387,224.0,,,,,,,mix,138,217302.0,3391.0,20,271.231336863,0.7291742803999703,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a5d2/results.csv,2026-09-11T11:22:02
d,a5d2,1,nocs,0,121.609499739,271.231336863,141.39455658400001,0.394694207,36.498897961000004,0.0,23.963408364,7.049156091,10.48576,1,,0.303034991,,,,92057.0,,,1288807.0,26.038802366000002,batch-cold-round-0,1984.8749542236328,224.0,51.658248599,2176.0,52.139695591,22788.0,cold-step0-step1-aff-mine,219.573082335,20612.0,1,36820.0,0.0,9.0,1.0,0.0,0,0,23744.0,,,2168.0,0.0,7.0,1.0,enforce,0.85,180698.0,55843.0,5377,4027,31010.0,10998.0,87070,15055,72015,922,847,311.0,1344044.0,True,450.68521881103516,0,2296.0,1,1,,,147,0,2168.0,1,16,0.207202753,4360,1841155.0,4.752356720183486e-05,0.207202753,1e-06,0,1307,4360,1307,0,0.054757733,138,False,False,123.524427592,224.0,,,,,,,mix,138,23451.0,293.0,20,271.231336863,0.44836080205741646,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a5d2/results.csv,2026-09-11T11:22:02
d,a5d2,1,pincminer,0,71.235708218,271.231336863,141.39455658400001,0.36471418499999997,37.338783685,0.0,23.135403872,7.599457626,10.48576,1,,0.204405092,,,,92057.0,,,1288807.0,26.038802366000002,batch-cold-round-0,1984.8749542236328,224.0,51.658248599,2176.0,52.139695591,22788.0,cold-step0-step1-aff-mine,219.573082335,20612.0,1,36820.0,0.0,9.0,1.0,0.0,0,0,23744.0,2521.0,2521.0,2168.0,0.0,7.0,1.0,enforce,0.85,180698.0,55843.0,5377,4027,31010.0,10998.0,87070,15055,72015,922,847,315.0,1344044.0,True,453.07972717285156,0,2296.0,1,1,2521.0,2521.0,147,0,2168.0,1,16,0.053149017,4360,1841155.0,1.2190141513761467e-05,0.053149017,1e-06,0,257,4360,1326,1069,0.055913486,138,False,False,72.951784375,224.0,fine-tune,match,1272,224.0,e4469e83b0e154f2eb9d57d627e5d0c9ccb9aa0ef2a96612a768e96fbcddfde2,5c8907a3569e7363c20174025c9768c511fefcf73d0fb6f4b491b4d687df7630,mix,138,23438.0,306.0,20,271.231336863,0.2626381930712579,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a5d2/results.csv,2026-09-11T11:22:02
d,a5d2,1,staticcorr,0,66.89531452599999,271.231336863,141.39455658400001,0.374423171,54.273904305,0.0,0.0,6.903363083,10.48576,1,,0,,,,92057.0,,,1288807.0,26.038802366000002,batch-cold-round-0,1984.8749542236328,224.0,51.658248599,2176.0,52.139695591,22788.0,cold-step0-step1-aff-mine,219.573082335,20612.0,1,36820.0,0.0,9.0,1.0,0.0,0,0,27914.0,,,2168.0,0.0,0.0,0.0,enforce,0.85,180698.0,60676.0,5377,4027,31010.0,10998.0,87070,19888,67182,922,847,327.0,1344044.0,True,634.4248199462891,0,2296.0,1,1,,,147,0,2168.0,1,16,0.265060635,8530,1841155.0,3.107393141852286e-05,0.265060635,1e-06,0,440,8530,4978,4538,0.058170487,138,False,False,68.45929716,224.0,,,,,,,mix,138,27605.0,309.0,20,271.231336863,0.24663564062949359,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a5d2/results.csv,2026-09-11T11:22:02
d,a15d3,2,naive,0,246.383986099,272.650282635,131.735002122,0.890853868,0.0,82.925357533,39.257773716,10.650958640999999,10.48576,1,,3.286487173,,,,276174.0,,,1288807.0,40.936751808,batch-cold-round-0,2249.7513427734375,224.0,51.707917056,2175.0,48.270576500000004,22787.0,cold-step0-step1-aff-mine,220.942359879,20612.0,1,55232.0,0.0,16.0,1.0,0.0,124960,124960,220251.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,1163,847,3423.0,1509749.0,True,1710.1778945922852,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00019870979938380282,24.830776531,1e-06,624,0,0,0,0,0.187565624,138,False,False,248.077130582,224.0,,,,,,,mix,138,216860.0,3391.0,20,272.650282635,0.9036630504023244,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a15d3/results.csv,2026-09-11T11:22:02
d,a15d3,2,noaux,0,189.690259059,272.650282635,131.735002122,0.84979307,0.0,67.230106163,31.690699932999998,11.460380959,10.48576,1,,0.616676385,,,,276174.0,,,1288807.0,40.936751808,batch-cold-round-0,2249.7513427734375,224.0,51.707917056,2175.0,48.270576500000004,22787.0,cold-step0-step1-aff-mine,220.942359879,20612.0,1,55232.0,0.0,16.0,1.0,0.0,124960,124960,220251.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,1163,847,3423.0,1509749.0,True,1502.256118774414,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00012942514240556977,16.172965795,1e-06,624,0,0,0,0,0.12610378,138,False,False,191.154866123,224.0,,,,,,,mix,138,216860.0,3391.0,20,272.650282635,0.6957273516306619,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a15d3/results.csv,2026-09-11T11:22:02
d,a15d3,2,nocs,0,180.331005656,272.650282635,131.735002122,0.78696734,91.299525487,0.0,29.983040804999998,8.590603655,10.48576,1,,0.47497953,,,,276174.0,,,1288807.0,40.936751808,batch-cold-round-0,2249.7513427734375,224.0,51.707917056,2175.0,48.270576500000004,22787.0,cold-step0-step1-aff-mine,220.942359879,20612.0,1,55232.0,0.0,16.0,1.0,0.0,0,0,23744.0,,,2168.0,0.0,7.0,1.0,enforce,0.85,180698.0,55843.0,5377,4027,31010.0,10998.0,87070,15055,72015,1163,847,346.0,1509749.0,True,524.8252563476562,0,2296.0,1,1,,,147,0,2168.0,1,16,0.158844331,4360,1841155.0,3.643218600917431e-05,0.158844331,1e-06,0,1308,4360,1308,0,0.12062942,138,False,False,182.430630478,224.0,,,,,,,mix,138,23430.0,314.0,20,272.650282635,0.6614003987570083,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a15d3/results.csv,2026-09-11T11:22:02
d,a15d3,2,pincminer,0,110.178045809,228.467928112,110.759769452,0.7994750110000001,68.380628109,0.0,26.742319891999998,7.898469711000001,10.48576,1,,0.557443891,,,,276174.0,,,1288807.0,35.771500111,batch-cold-round-0,2249.7513427734375,224.0,41.142228138,2175.0,40.794397619,22747.0,cold-step0-step1-aff-mine,187.325695078,20572.0,1,55232.0,0.0,16.0,1.0,0.0,0,0,23262.0,2520.0,2520.0,2148.0,0.0,7.0,1.0,enforce,0.85,179656.0,54879.0,5377,4027,30954.0,10980.0,87070,15055,72015,1163,847,414.0,1509749.0,True,590.2204895019531,0,2295.0,1,1,2520.0,2520.0,147,0,2148.0,1,16,0.083662143,4360,1841155.0,1.918856490825688e-05,0.083662143,1e-06,0,313,4360,1382,1069,0.135457779,138,False,False,111.835742606,224.0,fine-tune,match,1272,224.0,e4469e83b0e154f2eb9d57d627e5d0c9ccb9aa0ef2a96612a768e96fbcddfde2,4c868484c75afe3262583e95fda51954a716d315bc9d184556c7e8b4e6412058,mix,138,22864.0,398.0,20,228.467928112,0.4822473189978258,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a15d3/results.csv,2026-09-11T11:22:02
d,a15d3,2,staticcorr,0,99.714343352,228.467928112,110.759769452,0.765133889,88.281974159,0.0,0.0,7.857072824,10.48576,1,,0,,,,276174.0,,,1288807.0,35.771500111,batch-cold-round-0,2249.7513427734375,224.0,41.142228138,2175.0,40.794397619,22747.0,cold-step0-step1-aff-mine,187.325695078,20572.0,1,55232.0,0.0,16.0,1.0,0.0,0,0,27432.0,,,2148.0,0.0,0.0,0.0,enforce,0.85,179656.0,59712.0,5377,4027,30954.0,10980.0,87070,19888,67182,1163,847,344.0,1509749.0,True,746.4580383300781,0,2295.0,1,1,,,147,0,2148.0,1,16,0.494082039,8530,1841155.0,5.792286506447831e-05,0.494082039,1e-06,0,444,8530,4982,4538,0.133026573,138,False,False,101.190872062,224.0,,,,,,,mix,138,27120.0,312.0,20,228.467928112,0.43644788209887314,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a15d3/results.csv,2026-09-11T11:22:02
d,a20d4,3,naive,0,261.214469704,252.331584974,121.082449184,1.349384262,0.0,79.123124314,44.679493457,8.563996728,10.48576,1,,4.022366729,,,,368231.0,,,1288807.0,44.329031130000004,batch-cold-round-0,1971.8280334472656,224.0,46.259241449,2139.0,40.660822296,22751.0,cold-step0-step1-aff-mine,206.072335874,20612.0,1,73643.0,0.0,9.0,1.0,0.0,124960,124960,220251.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,1279,847,3409.0,1583395.0,True,1546.1322631835938,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00016537435124039694,20.665178931,1e-06,624,0,0,0,0,0.16950728,138,False,False,263.000667561,224.0,,,,,,,mix,138,216860.0,3391.0,20,252.331584974,1.0352032217089084,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a20d4/results.csv,2026-09-11T11:22:02
d,a20d4,3,noaux,0,199.528614214,252.331584974,121.082449184,1.247915753,0.0,71.612130268,33.01723525,7.489554897,10.48576,1,,0.742619206,,,,368231.0,,,1288807.0,44.329031130000004,batch-cold-round-0,1971.8280334472656,224.0,46.259241449,2139.0,40.660822296,22751.0,cold-step0-step1-aff-mine,206.072335874,20612.0,1,73643.0,0.0,9.0,1.0,0.0,124960,124960,220251.0,,,0.0,0.0,0.0,0.0,enforce,0.85,0.0,0.0,5377,845,31010.0,10998.0,124336,124336,0,1279,847,3409.0,1583395.0,True,1472.2790832519531,0,2296.0,1,1,,,2916,0,0.0,0,0,0,0,1841155.0,0.00010234323570742637,12.788810734,1e-06,624,0,0,0,0,0.148447549,138,False,False,200.875336823,224.0,,,,,,,mix,138,216860.0,3391.0,20,252.331584974,0.7907397491858152,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a20d4/results.csv,2026-09-11T11:22:02
d,a20d4,3,nocs,0,166.30218056500001,252.331584974,121.082449184,1.306689018,93.184715097,0.0,32.157250469,7.533427788,10.48576,1,,0.801123905,,,,368231.0,,,1288807.0,44.329031130000004,batch-cold-round-0,1971.8280334472656,224.0,46.259241449,2139.0,40.660822296,22751.0,cold-step0-step1-aff-mine,206.072335874,20612.0,1,73643.0,0.0,9.0,1.0,0.0,0,0,23219.0,,,2168.0,0.0,8.0,1.0,enforce,0.85,180698.0,55223.0,5377,4027,31010.0,10998.0,87070,15055,72015,1279,847,346.0,1583395.0,True,759.2423858642578,0,2296.0,1,1,,,147,0,2168.0,1,16,0.171002037,4360,1841155.0,3.9220650688073397e-05,0.171002037,1e-06,0,1329,4360,1329,0,0.159172234,138,False,False,168.23898677699998,224.0,,,,,,,mix,138,22891.0,328.0,20,252.331584974,0.6590620852404808,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a20d4/results.csv,2026-09-11T11:22:02
d,a20d4,3,pincminer,0,172.317878737,285.558396312,137.6464483,1.215017185,110.527332595,0.0,35.209028371,14.279038557,10.48576,1,,0.894256748,,,,368231.0,,,1288807.0,47.498740131,batch-cold-round-0,1971.8280334472656,224.0,52.423559884999996,2139.0,47.989606042999995,22711.0,cold-step0-step1-aff-mine,233.134829502,20572.0,1,73643.0,0.0,9.0,1.0,0.0,0,0,22737.0,2520.0,2520.0,2148.0,0.0,8.0,1.0,enforce,0.85,179656.0,54259.0,5377,4027,30954.0,10980.0,87070,15055,72015,1279,847,400.0,1583395.0,True,574.9772720336914,0,2295.0,1,1,2520.0,2520.0,147,0,2148.0,1,16,0.103418661,4360,1841155.0,2.3719876376146787e-05,0.103418661,1e-06,0,322,4360,1391,1069,0.155778635,138,False,False,174.273592738,224.0,fine-tune,match,1272,224.0,e4469e83b0e154f2eb9d57d627e5d0c9ccb9aa0ef2a96612a768e96fbcddfde2,7831350ce4a0ef11cb2df95002fef3cef500b73186cfc7fb9c931cadd144f16e,mix,138,22346.0,391.0,20,285.558396312,0.6034418212263881,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a20d4/results.csv,2026-09-11T11:22:02
d,a20d4,3,staticcorr,0,151.908729969,285.558396312,137.6464483,1.209785018,131.724023048,0.0,0.0,13.310800997,10.48576,1,,0,,,,368231.0,,,1288807.0,47.498740131,batch-cold-round-0,1971.8280334472656,224.0,52.423559884999996,2139.0,47.989606042999995,22711.0,cold-step0-step1-aff-mine,233.134829502,20572.0,1,73643.0,0.0,9.0,1.0,0.0,0,0,27432.0,,,2148.0,0.0,0.0,0.0,enforce,0.85,179656.0,59712.0,5377,4027,30954.0,10980.0,87070,19888,67182,1279,847,304.0,1583395.0,True,863.6181945800781,0,2295.0,1,1,,,147,0,2148.0,1,16,0.5522348,8530,1841155.0,6.474030480656507e-05,0.5522348,1e-06,0,459,8530,4997,4538,0.181262635,138,False,False,153.94532928400002,224.0,,,,,,,mix,138,27146.0,286.0,20,285.558396312,0.5319708050294032,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/d_dblp_union_adddom/a20d4/results.csv,2026-09-11T11:22:02
