panel,slot,x,variant,round,inc_runtime_s,batch_runtime_s,batch_step0_runtime_s,breakdown_F_s,breakdown_S_s,breakdown_E_s,breakdown_R_s,breakdown_C_s,sk_mb,recall_plus,aff_join_s,aff_relabel_s,aff_total,add_pct,dataset,add_count,aff_common,aff_new,base_size,batch_align_runtime_s,batch_model_name,batch_peak_mem_mb,batch_rules,batch_search_runtime_s,batch_search_supp_nodes,batch_step1_runtime_s,batch_supp_nodes,batch_timing_contract,batch_train_runtime_s,batch_train_supp_nodes,dataset_ratio,del_count,fn,fp,gt_invalid_rules,gt_new_rules,inc_dequeue_n,inc_enqueue_n,inc_search_nodes,inc_train_canonical_rules,inc_train_raw_rules,lattice_samples,mcorr_diff_enqueued,mcorr_diff_raw,mcorr_diff_size,mcorr_enter_mode,mcorr_enter_threshold,mcorr_inc_cand,mcorr_inc_score_pos,mcorr_params,mcorr_predict_calls,mcorr_step1_cand,mcorr_step1_score_pos,mcorr_succ_generated,mcorr_succ_kept,mcorr_succ_pruned,minsup,minsup_base,new_rules,new_size,paper_mcorr,peak_mem_mb,pred_topk,pruned_rules,recall,recall_minus,remine_train_canonical_rules,remine_train_raw_rules,rules,s0_seeds,sample_count,sample_l8_13_ran,sample_l8_13_rhs,sample_replay_s,sample_replay_visits,sample_size,search_per_node_s,search_s,sigma,single_pred_seeds,sk_exact,sk_intersect,sk_probes,sk_skip,step2_s,step2_verified_n,t9_ml_noskip,t9_ml_seed,total_runtime_s,tp,train_action,train_alignment,train_class_neg,train_class_pos,train_key_sha256,train_label_sha256,update_type,verified,visit_mid_nodes,visit_rule_nodes,workers,batch_plot_s,inc_over_batch_plot,sweep,source_kind,csv_path,exported_at
h,add15,15,nocs,0,14.483790898,131.598631409,77.584133093,11.399013946,2.570958755,0.047122001,0.220603834,0,10.48576,1,,0.00321032,,,,252243,,,1177130,13.348431621,batch-cold-round-0,33776.29906463623,80,22.370357662,1213,18.295698642,8749,cold-step0-step1-aff-mine,109.228271104,7536,1,0,0,0,0,0,32407,164775,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2043107,1385635,90,1429373,True,18116.934112548828,0,1121,1,1,,,80,0,1094,1,12,2.570958755,19551,1681616,0.0001188847859413314,2.618080756,1e-06,0,14994,19551,14994,0,11.399013946,80,False,False,18.178438352,80,,,,,,,add,80,51868,90,20,131.598631409,0.11006034593920144,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add15/results.csv,2026-09-11T11:22:02
h,add15,15,noaux,0,218.371337334,131.598631409,77.584133093,12.035399677,0,205.478526592,0.642393274,0,10.48576,1,,0.004201675,,,,252243,,,1177130,13.348431621,batch-cold-round-0,33776.29906463623,80,22.370357662,1213,18.295698642,8749,cold-step0-step1-aff-mine,109.228271104,7536,1,0,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2043107,1385635,2023,1429373,True,116515.47779083252,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.0026281739840118695,205.478526592,1e-06,468,0,0,0,0,12.035399677,80,False,False,220.61964059,80,,,,,,,add,80,76160,2023,20,131.598631409,1.6593739235426854,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add15/results.csv,2026-09-11T11:22:02
h,add15,15,naive,0,303.678035914,134.860295421,83.537810218,16.484546363,0,286.296615043,0.793766901,0,10.48576,1,,0.003176039,,,,252243,,,1177130,13.562717042,batch-cold-round-0,35827.980728149414,80,20.557781089,1213,17.201977847,8749,cold-step0-step1-aff-mine,114.302513009,7536,1,0,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2043107,1385635,2023,1429373,True,79724.61196136475,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.0036618780942532262,286.296615043,1e-06,468,0,0,0,0,16.484546363,80,False,False,306.919607961,80,,,,,,,add,80,76160,2023,20,134.860295421,2.251797202178695,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add15/results.csv,2026-09-11T11:22:02
h,add15,15,staticcorr,0,14.091956185,134.860295421,83.537810218,11.358817338,2.478569235,0.009431279,0,0,10.48576,1,,0,,,,252243,,,1177130,13.562717042,batch-cold-round-0,35827.980728149414,80,20.557781089,1213,17.201977847,8749,cold-step0-step1-aff-mine,114.302513009,7536,1,0,0,0,0,0,2186,10613,1233,,,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2043107,1385635,88,1429373,True,18701.46950531006,0,1121,1,1,,,80,0,1094,1,12,2.478569235,19551,1681616,0.0020178430770478512,2.4880005140000003,1e-06,0,587,19551,14992,14405,11.358817338,80,False,False,17.722003492,80,,,,,,,add,80,21649,88,20,134.860295421,0.10449299507322338,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add15/results.csv,2026-09-11T11:22:02
h,add20,20,pincminer,0,11.803273894,121.995387002,83.536878103,11.270902973,0.007929986,0.000868628,0.351651926,0,10.48576,1,,0.005550587,,,,336324,,,1177130,13.067747773,batch-cold-round-0,34383.989013671875,80,10.788658499,537,14.602087476,7906,cold-step0-step1-aff-mine,111.206721564,7369,1,0,0,0,2,0,659,830,407,1035,1035,925,14,18,0,enforce,0.85,84540,20169,5377,4016,15986,4372,84540,20169,64371,2290543,1385635,100,1513454,True,19645.39744567871,0,953,1,1,1035,1035,80,0,925,1,12,0.007929986,3524,1681616,2.1618216216216215e-05,0.008798614,1e-06,0,129,3524,1265,1136,11.270902973,80,False,False,15.071336347999999,80,fine-tune,match,743,80,bfae6053922ae1fdc37fc3db51f9f0553384dbd165953f366f5568cc6a7faf44,8e69725c845d9d90d09ad6475efbad5c94ab545b78190ff49463518bda2a7fcf,add,80,4083,100,20,121.995387002,0.09675180499904062,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add20/results.csv,2026-09-11T11:22:02
h,add20,20,nocs,0,12.45137665,121.995387002,83.536878103,11.832614795,0.01061322,0.003830219,0.36178433,0,10.48576,1,,0.009953659,,,,336324,,,1177130,13.067747773,batch-cold-round-0,34383.989013671875,80,10.788658499,537,14.602087476,7906,cold-step0-step1-aff-mine,111.206721564,7369,1,0,0,0,2,0,1937,7948,1685,,,925,14,18,0,enforce,0.85,114026,27287,5377,5480,15986,4372,114026,27287,86739,2290543,1385635,95,1513454,True,19711.41778564453,0,953,1,1,,,80,0,925,1,12,0.01061322,3524,1681616,8.571773887240355e-06,0.014443438999999999,1e-06,0,1260,3524,1260,0,11.832614795,80,False,False,15.095965227,80,,,,,,,add,80,5366,95,20,121.995387002,0.10206432354524907,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add20/results.csv,2026-09-11T11:22:02
h,add20,20,noaux,0,225.784604164,121.995387002,83.536878103,10.658050346,0,214.268070403,0.666300798,0,10.48576,1,,0.005729682,,,,336324,,,1177130,13.067747773,batch-cold-round-0,34383.989013671875,80,10.788658499,537,14.602087476,7906,cold-step0-step1-aff-mine,111.206721564,7369,1,0,0,0,2,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,883,15986,4372,77715,77715,0,2290543,1385635,2023,1513454,True,103853.8784790039,0,953,1,1,,,2023,0,0,0,0,0,0,1681616,0.0027405966821815483,214.268070403,1e-06,468,0,0,0,0,10.658050346,80,False,False,227.719470707,80,,,,,,,add,80,76160,2023,20,121.995387002,1.850763456820695,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add20/results.csv,2026-09-11T11:22:02
h,add20,20,naive,0,323.385260678,130.461219444,87.857903238,14.890286195,0,307.73423253,0.677730162,0,10.48576,1,,0.002759378,,,,336324,,,1177130,13.379296201,batch-cold-round-0,36107.01737976074,80,12.203714742,537,17.020283655,7906,cold-step0-step1-aff-mine,118.257498246,7369,1,0,0,0,2,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,883,15986,4372,77715,77715,0,2290543,1385635,2023,1513454,True,107900.39994049072,0,953,1,1,,,2023,0,0,0,0,0,0,1681616,0.003936076033536702,307.73423253,1e-06,468,0,0,0,0,14.890286195,80,False,False,326.497124547,80,,,,,,,add,80,76160,2023,20,130.461219444,2.478784592511125,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add20/results.csv,2026-09-11T11:22:02
h,add20,20,staticcorr,0,13.168206783,130.461219444,87.857903238,12.909079314,0.033209099,0.00459257,0,0,10.48576,1,,0,,,,336324,,,1177130,13.379296201,batch-cold-round-0,36107.01737976074,80,12.203714742,537,17.020283655,7906,cold-step0-step1-aff-mine,118.257498246,7369,1,0,0,0,2,0,1714,6750,1022,,,925,0,0,0,enforce,0.85,98753,37706,5377,4685,15986,4372,98753,37706,61047,2290543,1385635,85,1513454,True,19135.980766296387,0,953,1,1,,,80,0,925,1,12,0.033209099,13902,1681616,3.698793444227005e-05,0.037801668999999996,1e-06,0,408,13902,10818,10410,12.909079314,80,False,False,16.121781281,80,,,,,,,add,80,15531,85,20,130.461219444,0.10093579409360347,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add20/results.csv,2026-09-11T11:22:02
h,add30,30,pincminer,0,18.226655675,120.120236118,68.607376067,14.302575941,3.344201009,0.013155557,0.477371167,0,10.48576,1,,0.002548374,,,,504485,,,1177131,16.562094298,batch-cold-round-0,36836.06620025635,80,20.589696509,1213,14.36105793,8749,cold-step0-step1-aff-mine,99.530537974,7536,1,0,0,0,0,0,2186,10613,1233,1201,1201,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2827832,1385637,84,1681616,True,23272.87826538086,0,1121,1,1,1201,1201,80,0,1094,1,12,3.344201009,19551,1681616,0.0027229169229521493,3.357356566,1e-06,0,583,19551,14988,14405,14.302575941,80,False,False,21.108213941,80,clone,match,743,80,33c645db40d3ef299017131af23655d0232b25ceb1cb0f6a77f5efae61478596,e34172bbfcb8c4161a9560e0d6c08b2d9779bc8f922ba13297f09259e10bff2a,add,80,21653,84,20,120.120236118,0.15173676196486213,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add30/results.csv,2026-09-11T11:22:02
h,add30,30,nocs,0,18.325440328,120.120236118,68.607376067,14.971239214,2.927128062,0.095586054,0.201964639,0,10.48576,1,,0.002401019,,,,504485,,,1177131,16.562094298,batch-cold-round-0,36836.06620025635,80,20.589696509,1213,14.36105793,8749,cold-step0-step1-aff-mine,99.530537974,7536,1,0,0,0,0,0,32407,164775,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2827832,1385637,91,1681616,True,22871.1484375,0,1121,1,1,,,80,0,1094,1,12,2.927128062,19551,1681616,0.0001372588373444737,3.022714116,1e-06,0,14995,19551,14995,0,14.971239214,80,False,False,21.31919974,80,,,,,,,add,80,51867,91,20,120.120236118,0.1525591434069279,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add30/results.csv,2026-09-11T11:22:02
h,add30,30,noaux,0,205.774515306,120.120236118,68.607376067,13.292255282,0,191.853405466,0.539140681,0,10.48576,1,,0.002608817,,,,504485,,,1177131,16.562094298,batch-cold-round-0,36836.06620025635,80,20.589696509,1213,14.36105793,8749,cold-step0-step1-aff-mine,99.530537974,7536,1,0,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2827832,1385637,2023,1681616,True,114140.52333831787,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.0024539018132586367,191.853405466,1e-06,468,0,0,0,0,13.292255282,80,False,False,207.725286641,80,,,,,,,add,80,76160,2023,20,120.120236118,1.713071185639842,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add30/results.csv,2026-09-11T11:22:02
h,add30,30,naive,0,291.51605128,116.248658394,68.766396986,19.898044285,0,270.931913072,0.601393499,0,10.48576,1,,0.002552844,,,,504485,,,1177131,14.70468284,batch-cold-round-0,36712.176513671875,80,18.551167979,1213,14.226382097,8749,cold-step0-step1-aff-mine,97.697489285,7536,1,0,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2827832,1385637,2023,1681616,True,118579.82579803467,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.0034653558071703564,270.931913072,1e-06,468,0,0,0,0,19.898044285,80,False,False,294.711402576,80,,,,,,,add,80,76160,2023,20,116.248658394,2.5076938977821888,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add30/results.csv,2026-09-11T11:22:02
h,add30,30,staticcorr,0,12.859109183,116.248658394,68.766396986,10.608676088,2.172761226,0.011941777,0,0,10.48576,1,,0,,,,504485,,,1177131,14.70468284,batch-cold-round-0,36712.176513671875,80,18.551167979,1213,14.226382097,8749,cold-step0-step1-aff-mine,97.697489285,7536,1,0,0,0,0,0,2186,10613,1233,,,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2827832,1385637,100,1681616,True,23686.67088317871,0,1121,1,1,,,80,0,1094,1,12,2.172761226,19551,1681616,0.0017718596942416871,2.184703003,1e-06,0,599,19551,15004,14405,10.608676088,80,False,False,15.610894004,80,,,,,,,add,80,21637,100,20,116.248658394,0.11061726957240912,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_add/ncvoter_ml40/add30/results.csv,2026-09-11T11:22:02
i,del1,1,pincminer,0,9.034517208,127.09599697,84.686731509,6.248382228,2.373387809,0.007143644,0.26933358,0,10.48576,1,,0.003036082,,,,0,,,1681616,8.08709818,batch-cold-round-0,38282.56558227539,80,17.893267905,1213,16.42888493,8749,cold-step0-step1-aff-mine,109.202726757,7536,1,16817,0,0,0,0,2186,10613,1233,1201,1201,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2771555,2827832,100,1664799,True,14837.399703979492,0,1121,1,1,1201,1201,80,0,1094,1,12,2.373387809,19551,1681616,0.0019306824436334145,2.380531453,1e-06,0,599,19551,15004,14405,6.248382228,80,False,False,11.308508998,80,clone,match,743,80,33c645db40d3ef299017131af23655d0232b25ceb1cb0f6a77f5efae61478596,1ebf97a2a303ecff06550fdc3e393de26d09219c033e828e6a2e8f1db14b65c8,delete,80,21637,100,20,127.09599697,0.07108419952937248,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del1/results.csv,2026-09-11T11:22:02
i,del1,1,nocs,0,8.305518479,127.09599697,84.686731509,5.690825587,2.158565579,0.676629362,0.267368958,0,10.48576,1,,0.003004885,,,,0,,,1681616,8.08709818,batch-cold-round-0,38282.56558227539,80,17.893267905,1213,16.42888493,8749,cold-step0-step1-aff-mine,109.202726757,7536,1,16817,0,0,0,0,32407,164775,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2771555,2827832,83,1664799,True,15420.049865722656,0,1121,1,1,,,80,0,1094,1,12,2.158565579,19551,1681616,0.00012874375356461718,2.8351949409999997,1e-06,0,14987,19551,14987,0,5.690825587,80,False,False,10.600601177,80,,,,,,,delete,80,51875,83,20,127.09599697,0.06534838765189789,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del1/results.csv,2026-09-11T11:22:02
i,del1,1,noaux,0,171.153740688,127.09599697,84.686731509,5.661672599,0,164.921449749,0.478736925,0,10.48576,1,,0.002814397,,,,0,,,1681616,8.08709818,batch-cold-round-0,38282.56558227539,80,17.893267905,1213,16.42888493,8749,cold-step0-step1-aff-mine,109.202726757,7536,1,16817,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2771555,2827832,2023,1664799,True,113152.84688568115,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.0021094285170561375,164.921449749,1e-06,468,0,0,0,0,5.661672599,80,False,False,172.59247606,80,,,,,,,delete,80,76160,2023,20,127.09599697,1.3466493419804517,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del1/results.csv,2026-09-11T11:22:02
i,del1,1,staticcorr,0,9.481769211,18.190109649,0,7.042512172,2.36237703,0.009303762,0,0,10.48576,1,,0,,,,0,,,1681616,0,batch,31952.65769958496,80,18.190104833,1213,0,1213,shared-base-mine,0,0,1,16817,0,0,0,0,2186,10613,1233,,,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2771555,2827832,82,1664799,True,15306.162475585938,0,1121,1,1,,,80,0,1094,1,12,2.36237703,19551,1681616,0.0019235042919708031,2.3716807920000003,1e-06,0,581,19551,14986,14405,7.042512172,80,False,False,11.761669442,80,,,,,,,delete,80,21655,82,20,18.190109649,0.5212595962290563,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del1/results.csv,2026-09-11T11:22:02
i,del1,1,naive,0,344.182881238,149.722384733,95.10896267,13.868675754,0,329.607659624,0.596859505,0,10.48576,1,,0.003473949,,,,0,,,1681616,7.867160059,batch-cold-round-0,35557.10334777832,80,21.928392536,1213,24.817852601,8749,cold-step0-step1-aff-mine,127.793990689,7536,1,16817,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2771555,2827832,2023,1664799,True,104504.35092163086,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.004215848197485387,329.607659624,1e-06,468,0,0,0,0,13.868675754,80,False,False,347.361030919,80,,,,,,,delete,80,76160,2023,20,149.722384733,2.2988071012346047,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del1/results.csv,2026-09-11T11:22:02
i,del5,5,pincminer,0,8.674323334,112.159359619,72.346888417,6.528424231,1.800073509,0.007418955,0.267078036,0,10.48576,1,,0.00232178,,,,0,,,1681616,8.754037359,batch-cold-round-0,36492.855812072754,80,15.769542562,1213,15.288880023,8749,cold-step0-step1-aff-mine,96.389815205,7536,1,84081,0,0,0,0,2186,10613,1233,1201,1201,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2552118,2827832,110,1597535,True,15587.090728759766,0,1121,1,1,1201,1201,80,0,1094,1,12,1.800073509,19551,1681616,0.0014659306277372262,1.8074924639999999,1e-06,0,609,19551,15014,14405,6.528424231,80,False,False,10.593584638,80,clone,match,743,80,33c645db40d3ef299017131af23655d0232b25ceb1cb0f6a77f5efae61478596,76120e8a05d6ca03cc5d1f6404a42486af0b88ea89a1c11a17dd7e536b423666,delete,80,21627,110,20,112.159359619,0.07733927300821138,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del5/results.csv,2026-09-11T11:22:02
i,del5,5,nocs,0,8.408613142,112.159359619,72.346888417,5.865676375,2.085790238,0.059230559,0.231547475,0,10.48576,1,,0.00236772,,,,0,,,1681616,8.754037359,batch-cold-round-0,36492.855812072754,80,15.769542562,1213,15.288880023,8749,cold-step0-step1-aff-mine,96.389815205,7536,1,84081,0,0,0,0,32407,164775,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2552118,2827832,99,1597535,True,16158.95036315918,0,1121,1,1,,,80,0,1094,1,12,2.085790238,19551,1681616,9.740354177640541e-05,2.145020797,1e-06,0,15003,19551,15003,0,5.865676375,80,False,False,10.918792037,80,,,,,,,delete,80,51859,99,20,112.159359619,0.07497023137938429,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del5/results.csv,2026-09-11T11:22:02
i,del5,5,noaux,0,142.619984586,112.159359619,72.346888417,5.891742972,0,136.050018776,0.566932884,0,10.48576,1,,0.002295128,,,,0,,,1681616,8.754037359,batch-cold-round-0,36492.855812072754,80,15.769542562,1213,15.288880023,8749,cold-step0-step1-aff-mine,96.389815205,7536,1,84081,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2552118,2827832,2023,1597535,True,108430.39757537842,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.001740148354194646,136.050018776,1e-06,468,0,0,0,0,5.891742972,80,False,False,143.93547565,80,,,,,,,delete,80,76160,2023,20,112.159359619,1.271583442259953,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del5/results.csv,2026-09-11T11:22:02
i,del5,5,staticcorr,0,8.251273453,15.240972225,0,6.383493061,1.756390556,0.009798831,0,0,10.48576,1,,0,,,,0,,,1681616,0,batch,30635.088989257812,80,15.240968834,1213,0,1213,shared-base-mine,0,0,1,84081,0,0,0,0,2186,10613,1233,,,1094,0,0,0,enforce,0.85,112610,53273,5377,5343,18221,6411,112610,53273,59337,2552118,2827832,85,1597535,True,15425.458808898926,0,1121,1,1,,,80,0,1094,1,12,1.756390556,19551,1681616,0.0014324325928629358,1.7661893869999998,1e-06,0,584,19551,14989,14405,6.383493061,80,False,False,10.244879034,80,,,,,,,delete,80,21652,85,20,15.240972225,0.5413876051466919,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del5/results.csv,2026-09-11T11:22:02
i,del5,5,naive,0,347.626899206,185.662490922,125.82043485,10.862270051,0,335.233482514,1.352709104,0,10.48576,1,,0.004284842,,,,0,,,1681616,11.416366918,batch-cold-round-0,38299.88508605957,80,24.054446047,1213,24.37123286,8749,cold-step0-step1-aff-mine,161.608043096,7536,1,84081,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2552118,2827832,2023,1597535,True,78759.29691314697,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.004287805309517414,335.233482514,1e-06,468,0,0,0,0,10.862270051,80,False,False,350.017166503,80,,,,,,,delete,80,76160,2023,20,185.662490922,1.8723593412955128,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del5/results.csv,2026-09-11T11:22:02
i,del15,15,pincminer,0,13.956399288,141.599474642,93.244523526,11.682111527,1.948383891,0.006325721,0.233603916,0,10.48576,1,,0.002517922,,,,0,,,1681616,12.343377006,batch-cold-round-0,37729.620513916016,80,16.976316862,1213,19.03524691,8749,cold-step0-step1-aff-mine,124.623156677,7536,1,252243,0,0,0,0,2882,15369,1697,1201,1201,1094,0,0,0,enforce,0.85,119106,58029,5377,5807,18221,6411,119106,58029,61077,2043107,2827832,100,1429373,True,16036.923667907715,0,1121,1,1,1201,1201,80,0,1094,1,12,1.948383891,19551,1681616,0.0011518618809664113,1.954709612,1e-06,0,706,19551,15004,14298,11.682111527,80,False,False,16.447259462,80,clone,match,743,80,33c645db40d3ef299017131af23655d0232b25ceb1cb0f6a77f5efae61478596,a3540ecc5f8ebf7b6ef6399d33a1b9267aa4d3584834deb666035b8ae9381058,delete,80,22333,100,20,141.599474642,0.09856250754662317,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del15/results.csv,2026-09-11T11:22:02
i,del15,15,nocs,0,13.978310629,141.599474642,93.244523526,11.539880263,2.094036059,0.054425573,0.195725059,0,10.48576,1,,0.002459054,,,,0,,,1681616,12.343377006,batch-cold-round-0,37729.620513916016,80,16.976316862,1213,19.03524691,8749,cold-step0-step1-aff-mine,124.623156677,7536,1,252243,0,0,0,0,32407,164775,22022,,,1094,0,0,0,enforce,0.85,481632,207435,5377,27185,18221,6411,481632,207435,274197,2043107,2827832,106,1429373,True,18523.29354095459,0,1121,1,1,,,80,0,1094,1,12,2.094036059,19551,1681616,9.755978712196894e-05,2.148461632,1e-06,0,15010,19551,15010,0,11.539880263,80,False,False,16.530270994,80,,,,,,,delete,80,51852,106,20,141.599474642,0.09871724922949592,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del15/results.csv,2026-09-11T11:22:02
i,del15,15,noaux,0,170.058078399,141.599474642,93.244523526,12.371616848,0,157.030913954,0.573343553,0,10.48576,1,,0.002772533,,,,0,,,1681616,12.343377006,batch-cold-round-0,37729.620513916016,80,16.976316862,1213,19.03524691,8749,cold-step0-step1-aff-mine,124.623156677,7536,1,252243,0,0,0,0,78183,78183,78183,,,0,0,0,0,enforce,0.85,0,0,5377,1026,18221,6411,77715,77715,0,2043107,2827832,2023,1429373,True,98832.35414886475,0,1121,1,1,,,2023,0,0,0,0,0,0,1681616,0.002008504584807439,157.030913954,1e-06,468,0,0,0,0,12.371616848,80,False,False,171.865325918,80,,,,,,,delete,80,76160,2023,20,141.599474642,1.200979585757297,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del15/results.csv,2026-09-11T11:22:02
i,del15,15,staticcorr,0,14.837387286,22.372467821,0,12.342156041,2.401248109,0.01234796,0,0,10.48576,1,,0,,,,0,,,1681616,0,batch,29702.124099731445,80,22.372463428,1213,0,1213,shared-base-mine,0,0,1,252243,0,0,0,0,2882,15369,1697,,,1094,0,0,0,enforce,0.85,119106,58029,5377,5807,18221,6411,119106,58029,61077,2043107,2827832,98,1429373,True,16826.05484008789,0,1121,1,1,,,80,0,1094,1,12,2.401248109,19551,1681616,0.0014222722857984678,2.413596069,1e-06,0,704,19551,15002,14298,12.342156041,80,False,False,18.235309386,80,,,,,,,delete,80,22335,98,20,22.372467821,0.6631985083055,f5_mcorr_v283,newmine,/home/mdk/incremental-rule-discovery/exp2026_v7/sweeps/f5_mcorr_v283/extra_delete/ncvoter_ml40/del15/results.csv,2026-09-11T11:22:02
